,Phase,Model,Estimated ATE,n_covariates
353,Train,BICauseTree(Marginal),0.007456111260453091,50
354,Test,BICauseTree(Marginal),0.016421187307316315,50
355,Train,BICauseTree(Marginal),0.00452411402471839,50
356,Test,BICauseTree(Marginal),0.007873830648997243,50
357,Train,BICauseTree(Marginal),0.014432305135210904,50
358,Test,BICauseTree(Marginal),0.013845352882174256,50
359,Train,BICauseTree(Marginal),0.010075434066428468,50
360,Test,BICauseTree(Marginal),0.0035210827858286053,50
361,Train,BICauseTree(Marginal),0.021264829327552914,50
362,Test,BICauseTree(Marginal),0.013104232987360992,50
363,Train,BICauseTree(Marginal),0.008534883784830888,50
364,Test,BICauseTree(Marginal),0.006660533518891482,50
365,Train,BICauseTree(Marginal),0.013096842921793028,50
366,Test,BICauseTree(Marginal),0.00019349187729195139,50
367,Train,BICauseTree(Marginal),0.02337309290482556,50
368,Test,BICauseTree(Marginal),0.017022412241352175,50
369,Train,BICauseTree(Marginal),0.005118442979580223,50
370,Test,BICauseTree(Marginal),0.006515371449789253,50
371,Train,BICauseTree(Marginal),0.012847089377105964,50
372,Test,BICauseTree(Marginal),0.01542652622389959,50
373,Train,BICauseTree(Marginal),0.006561565108422374,50
374,Test,BICauseTree(Marginal),0.003804630956839944,50
375,Train,BICauseTree(Marginal),0.018025693034227352,50
376,Test,BICauseTree(Marginal),0.012449086704627021,50
377,Train,BICauseTree(Marginal),0.01723896712209852,50
378,Test,BICauseTree(Marginal),0.0010737583377887217,50
379,Train,BICauseTree(Marginal),0.01586639787372679,50
380,Test,BICauseTree(Marginal),0.002207908429738392,50
381,Train,BICauseTree(Marginal),0.026680554430104725,50
382,Test,BICauseTree(Marginal),0.024272401606018068,50
383,Train,BICauseTree(Marginal),0.008327096791412691,50
384,Test,BICauseTree(Marginal),0.015868779142979628,50
385,Train,BICauseTree(Marginal),0.0032975300646539973,50
386,Test,BICauseTree(Marginal),0.015413034036120543,50
387,Train,BICauseTree(Marginal),0.007425069367384102,50
388,Test,BICauseTree(Marginal),0.009464396460587304,50
389,Train,BICauseTree(Marginal),0.015273029973217528,50
390,Test,BICauseTree(Marginal),0.013559772136350207,50
391,Train,BICauseTree(Marginal),0.012279893811897785,50
392,Test,BICauseTree(Marginal),0.007369213450030443,50
393,Train,BICauseTree(Marginal),0.013310786348098763,50
394,Test,BICauseTree(Marginal),0.020759831788881244,50
395,Train,BICauseTree(Marginal),0.0090035518079368,50
396,Test,BICauseTree(Marginal),0.011971562519779155,50
397,Train,BICauseTree(Marginal),0.012142076822207415,50
398,Test,BICauseTree(Marginal),0.010266761293028365,50
399,Train,BICauseTree(Marginal),0.010708330290250562,50
400,Test,BICauseTree(Marginal),0.0061894744467437535,75
401,Train,BICauseTree(Marginal),0.017495651469850437,75
402,Test,BICauseTree(Marginal),0.01900664169502353,75
403,Train,BICauseTree(Marginal),0.009519174466103786,75
404,Test,BICauseTree(Marginal),0.014950182521621197,75
405,Train,BICauseTree(Marginal),0.017002591089499614,75
406,Test,BICauseTree(Marginal),0.01706113889025948,75
407,Train,BICauseTree(Marginal),0.008952668724928087,75
408,Test,BICauseTree(Marginal),0.01088253081531651,75
409,Train,BICauseTree(Marginal),0.013121084377569925,75
410,Test,BICauseTree(Marginal),0.010104535107850726,75
411,Train,BICauseTree(Marginal),0.012798036318975137,75
412,Test,BICauseTree(Marginal),0.0009725735467229768,75
413,Train,BICauseTree(Marginal),0.018187999896189216,75
414,Test,BICauseTree(Marginal),0.023500833185991138,75
415,Train,BICauseTree(Marginal),0.0019075269241614623,75
416,Test,BICauseTree(Marginal),0.016720189094473092,75
417,Train,BICauseTree(Marginal),0.012377580275873573,75
418,Test,BICauseTree(Marginal),0.0041594029990317805,75
419,Train,BICauseTree(Marginal),0.016286913063523395,75
420,Test,BICauseTree(Marginal),0.011921579969900481,75
421,Train,BICauseTree(Marginal),0.012670004917903571,75
422,Test,BICauseTree(Marginal),0.01339495761743384,75
423,Train,BICauseTree(Marginal),0.010381865234614762,75
424,Test,BICauseTree(Marginal),0.015427736637401934,75
425,Train,BICauseTree(Marginal),0.007811469455852316,75
426,Test,BICauseTree(Marginal),0.012951960370158583,75
427,Train,BICauseTree(Marginal),0.010212851964363723,75
428,Test,BICauseTree(Marginal),0.005791090436779223,75
429,Train,BICauseTree(Marginal),0.015110727379801542,75
430,Test,BICauseTree(Marginal),0.011253206564738799,75
431,Train,BICauseTree(Marginal),0.015538101301136253,75
432,Test,BICauseTree(Marginal),0.009353105038768655,75
433,Train,BICauseTree(Marginal),0.018385278485774315,75
434,Test,BICauseTree(Marginal),0.0013889268637590768,75
435,Train,BICauseTree(Marginal),0.012183863745937717,75
436,Test,BICauseTree(Marginal),0.009626589313511291,75
437,Train,BICauseTree(Marginal),0.020353161257547103,75
438,Test,BICauseTree(Marginal),0.014308748491216633,75
439,Train,BICauseTree(Marginal),0.013648642667369898,75
440,Test,BICauseTree(Marginal),0.007331915040124842,75
441,Train,BICauseTree(Marginal),0.01323213443584037,75
442,Test,BICauseTree(Marginal),0.01673944070626826,75
443,Train,BICauseTree(Marginal),0.011069656777410314,75
444,Test,BICauseTree(Marginal),0.006569677661937362,75
445,Train,BICauseTree(Marginal),0.015571979897005594,75
446,Test,BICauseTree(Marginal),0.015887387341531917,75
447,Train,BICauseTree(Marginal),0.009589911735998685,75
448,Test,BICauseTree(Marginal),0.00932534994642989,75
449,Train,BICauseTree(Marginal),0.016007978165629266,75
450,Test,BICauseTree(Marginal),0.01648069297685037,75
451,Train,BICauseTree(Marginal),0.0046417107368850186,75
452,Test,BICauseTree(Marginal),0.017005819977248537,75
453,Train,BICauseTree(Marginal),0.010697582262890276,75
454,Test,BICauseTree(Marginal),0.016440025538554115,75
455,Train,BICauseTree(Marginal),0.0040926042992695255,75
456,Test,BICauseTree(Marginal),0.006895939753868235,75
457,Train,BICauseTree(Marginal),0.013896960052377172,75
458,Test,BICauseTree(Marginal),0.012597320724482108,75
459,Train,BICauseTree(Marginal),0.012405884279612256,75
460,Test,BICauseTree(Marginal),0.009234938156678446,75
461,Train,BICauseTree(Marginal),0.013086365764961666,75
462,Test,BICauseTree(Marginal),0.016629668406799802,75
463,Train,BICauseTree(Marginal),0.008264031258946092,75
464,Test,BICauseTree(Marginal),0.01355743552214489,75
465,Train,BICauseTree(Marginal),0.009477480635957353,75
466,Test,BICauseTree(Marginal),0.0005827712421510312,75
467,Train,BICauseTree(Marginal),0.020949983999903388,75
468,Test,BICauseTree(Marginal),0.02451156830689777,75
469,Train,BICauseTree(Marginal),0.005596199063560542,75
470,Test,BICauseTree(Marginal),0.00873199492217569,75
471,Train,BICauseTree(Marginal),0.01092359592061165,75
472,Test,BICauseTree(Marginal),0.017154440177932273,75
473,Train,BICauseTree(Marginal),0.009619990735100475,75
474,Test,BICauseTree(Marginal),0.007229769364322902,75
475,Train,BICauseTree(Marginal),0.014128996735135207,75
476,Test,BICauseTree(Marginal),0.01638270839340933,75
477,Train,BICauseTree(Marginal),0.014863174837012827,75
478,Test,BICauseTree(Marginal),0.009060732619150247,75
479,Train,BICauseTree(Marginal),0.019972761035836506,75
480,Test,BICauseTree(Marginal),0.007523823629809967,75
481,Train,BICauseTree(Marginal),0.023296661060352247,75
482,Test,BICauseTree(Marginal),0.02361341378776044,75
483,Train,BICauseTree(Marginal),0.0023562797805328772,75
484,Test,BICauseTree(Marginal),0.01742712241461497,75
485,Train,BICauseTree(Marginal),0.005485279792043163,75
486,Test,BICauseTree(Marginal),0.021092327856484766,75
487,Train,BICauseTree(Marginal),0.004095289934384155,75
488,Test,BICauseTree(Marginal),0.007294116688119273,75
489,Train,BICauseTree(Marginal),0.018725324745123728,75
490,Test,BICauseTree(Marginal),0.014319516698939938,75
491,Train,BICauseTree(Marginal),0.00728919332338171,75
492,Test,BICauseTree(Marginal),0.006806268844580549,75
493,Train,BICauseTree(Marginal),0.015912245317014573,75
494,Test,BICauseTree(Marginal),0.014251615939048973,75
495,Train,BICauseTree(Marginal),0.007072343945112608,75
496,Test,BICauseTree(Marginal),0.006113347770744487,75
497,Train,BICauseTree(Marginal),0.012156542977355606,75
498,Test,BICauseTree(Marginal),0.010338052034678968,75
499,Train,BICauseTree(Marginal),0.011853938381209628,75
500,Test,BICauseTree(Marginal),0.00731995243437128,100
501,Train,BICauseTree(Marginal),0.019064035427829695,100
502,Test,BICauseTree(Marginal),0.01767657569903483,100
503,Train,BICauseTree(Marginal),0.005541805447856901,100
504,Test,BICauseTree(Marginal),0.005670107139378988,100
505,Train,BICauseTree(Marginal),0.01622266849015866,100
506,Test,BICauseTree(Marginal),0.014281040858565908,100
507,Train,BICauseTree(Marginal),0.005656407837825228,100
508,Test,BICauseTree(Marginal),0.01730397886923407,100
509,Train,BICauseTree(Marginal),0.00870414912340195,100
510,Test,BICauseTree(Marginal),0.012263733644637037,100
511,Train,BICauseTree(Marginal),0.010891795252962577,100
512,Test,BICauseTree(Marginal),0.0015557280256567885,100
513,Train,BICauseTree(Marginal),0.020761914806775833,100
514,Test,BICauseTree(Marginal),0.022132758912472295,100
515,Train,BICauseTree(Marginal),0.0017333398483865559,100
516,Test,BICauseTree(Marginal),0.007247543108890336,100
517,Train,BICauseTree(Marginal),0.011023503650014671,100
518,Test,BICauseTree(Marginal),0.008002840451590304,100
519,Train,BICauseTree(Marginal),0.013969162204248459,100
520,Test,BICauseTree(Marginal),0.0031932017780205435,100
521,Train,BICauseTree(Marginal),0.012853041861614678,100
522,Test,BICauseTree(Marginal),0.01498488066826198,100
523,Train,BICauseTree(Marginal),0.0031362102673075654,100
524,Test,BICauseTree(Marginal),0.014720990336896389,100
525,Train,BICauseTree(Marginal),0.011790985384700858,100
526,Test,BICauseTree(Marginal),0.013329721886082224,100
527,Train,BICauseTree(Marginal),0.012877036284220905,100
528,Test,BICauseTree(Marginal),0.009649801695521848,100
529,Train,BICauseTree(Marginal),0.018238212427348383,100
530,Test,BICauseTree(Marginal),0.008191112124699668,100
531,Train,BICauseTree(Marginal),0.011393942768525678,100
532,Test,BICauseTree(Marginal),0.00911724971173461,100
533,Train,BICauseTree(Marginal),0.016671685291292926,100
534,Test,BICauseTree(Marginal),0.0034615645645774407,100
535,Train,BICauseTree(Marginal),0.015268195121775269,100
536,Test,BICauseTree(Marginal),0.0054456790411257505,100
537,Train,BICauseTree(Marginal),0.022849622418782883,100
538,Test,BICauseTree(Marginal),0.01547777467217154,100
539,Train,BICauseTree(Marginal),0.012039225696594436,100
540,Test,BICauseTree(Marginal),0.012349543761851184,100
541,Train,BICauseTree(Marginal),0.015628533782454435,100
542,Test,BICauseTree(Marginal),0.009980439968033106,100
543,Train,BICauseTree(Marginal),0.014123585075129896,100
544,Test,BICauseTree(Marginal),0.006524949404364877,100
545,Train,BICauseTree(Marginal),0.01699265763092797,100
546,Test,BICauseTree(Marginal),0.016454695994929908,100
547,Train,BICauseTree(Marginal),0.005266016943791529,100
548,Test,BICauseTree(Marginal),0.010759993674588242,100
549,Train,BICauseTree(Marginal),0.01765400248801635,100
550,Test,BICauseTree(Marginal),0.01575299028522617,100
551,Train,BICauseTree(Marginal),0.009551216104636662,100
552,Test,BICauseTree(Marginal),0.012110802752014677,100
553,Train,BICauseTree(Marginal),0.006844907960031232,100
554,Test,BICauseTree(Marginal),0.020194437326362086,100
555,Train,BICauseTree(Marginal),0.0075875917009382565,100
556,Test,BICauseTree(Marginal),0.009376325385104661,100
557,Train,BICauseTree(Marginal),0.02228980533291902,100
558,Test,BICauseTree(Marginal),0.01545607943114169,100
559,Train,BICauseTree(Marginal),0.011729496890654834,100
560,Test,BICauseTree(Marginal),0.0033677461437005007,100
561,Train,BICauseTree(Marginal),0.017195619999470835,100
562,Test,BICauseTree(Marginal),0.01048426267205374,100
563,Train,BICauseTree(Marginal),0.00853505686470038,100
564,Test,BICauseTree(Marginal),0.007829652675298088,100
565,Train,BICauseTree(Marginal),0.01354893352221248,100
566,Test,BICauseTree(Marginal),0.011152431190792872,100
567,Train,BICauseTree(Marginal),0.021018238032668196,100
568,Test,BICauseTree(Marginal),0.019922717232587928,100
569,Train,BICauseTree(Marginal),0.007126958156147556,100
570,Test,BICauseTree(Marginal),0.01196969957102842,100
571,Train,BICauseTree(Marginal),0.015918160296231665,100
572,Test,BICauseTree(Marginal),0.01557562529089418,100
573,Train,BICauseTree(Marginal),0.004425063712591992,100
574,Test,BICauseTree(Marginal),0.01406978918801774,100
575,Train,BICauseTree(Marginal),0.014266326901048593,100
576,Test,BICauseTree(Marginal),0.008337051898971715,100
577,Train,BICauseTree(Marginal),0.012396467405432737,100
578,Test,BICauseTree(Marginal),0.010581898636609438,100
579,Train,BICauseTree(Marginal),0.015742771742683764,100
580,Test,BICauseTree(Marginal),0.0037524280599965376,100
581,Train,BICauseTree(Marginal),0.020350302664804865,100
582,Test,BICauseTree(Marginal),0.02179384428940845,100
583,Train,BICauseTree(Marginal),0.004483813206819759,100
584,Test,BICauseTree(Marginal),0.020160647925961145,100
585,Train,BICauseTree(Marginal),0.007346784977674631,100
586,Test,BICauseTree(Marginal),0.02085354016945129,100
587,Train,BICauseTree(Marginal),0.008386431183729504,100
588,Test,BICauseTree(Marginal),0.010947835552282348,100
589,Train,BICauseTree(Marginal),0.017963084984917943,100
590,Test,BICauseTree(Marginal),0.012452580405246966,100
591,Train,BICauseTree(Marginal),0.008164318209889693,100
592,Test,BICauseTree(Marginal),0.006380666866574347,100
593,Train,BICauseTree(Marginal),0.01584924105277405,100
594,Test,BICauseTree(Marginal),0.01640862889370548,100
595,Train,BICauseTree(Marginal),0.0083147213318219,100
596,Test,BICauseTree(Marginal),0.010668460468495677,100
597,Train,BICauseTree(Marginal),0.01214677187127522,100
598,Test,BICauseTree(Marginal),0.012526549758742594,100
599,Train,BICauseTree(Marginal),0.014356916159759231,100
600,Test,BICauseTree(Marginal),0.0099398275512248,200
601,Train,BICauseTree(Marginal),0.0198939320666586,200
602,Test,BICauseTree(Marginal),0.008121608112544393,200
603,Train,BICauseTree(Marginal),0.011217075506346041,200
604,Test,BICauseTree(Marginal),0.0005854889407014285,200
605,Train,BICauseTree(Marginal),0.015234558933088699,200
606,Test,BICauseTree(Marginal),0.012314658952864238,200
607,Train,BICauseTree(Marginal),0.00913449536753494,200
608,Test,BICauseTree(Marginal),0.015463860761861598,200
609,Train,BICauseTree(Marginal),0.005146811874687324,200
610,Test,BICauseTree(Marginal),0.01116937385937361,200
611,Train,BICauseTree(Marginal),0.012689033793219562,200
612,Test,BICauseTree(Marginal),0.007477852032198251,200
613,Train,BICauseTree(Marginal),0.01590818358697932,200
614,Test,BICauseTree(Marginal),0.024382009059389698,200
615,Train,BICauseTree(Marginal),0.002244608109543883,200
616,Test,BICauseTree(Marginal),0.01844014358383636,200
617,Train,BICauseTree(Marginal),0.008081794348155286,200
618,Test,BICauseTree(Marginal),0.01666796792110603,200
619,Train,BICauseTree(Marginal),0.012915536420215673,200
620,Test,BICauseTree(Marginal),0.009323244683245302,200
621,Train,BICauseTree(Marginal),0.01438295777158019,200
622,Test,BICauseTree(Marginal),0.013107043051056505,200
623,Train,BICauseTree(Marginal),0.003579027212932989,200
624,Test,BICauseTree(Marginal),0.015540888867921598,200
625,Train,BICauseTree(Marginal),0.009440307437759421,200
626,Test,BICauseTree(Marginal),0.014230378794510556,200
627,Train,BICauseTree(Marginal),0.013415490180455042,200
628,Test,BICauseTree(Marginal),0.012315292457465432,200
629,Train,BICauseTree(Marginal),0.014552784922159168,200
630,Test,BICauseTree(Marginal),0.012911191080618306,200
631,Train,BICauseTree(Marginal),0.015952711953452575,200
632,Test,BICauseTree(Marginal),0.009413055782815899,200
633,Train,BICauseTree(Marginal),0.01708191557589725,200
634,Test,BICauseTree(Marginal),0.00024756661219718645,200
635,Train,BICauseTree(Marginal),0.014544785181270475,200
636,Test,BICauseTree(Marginal),0.004254174133258987,200
637,Train,BICauseTree(Marginal),0.024088189936216614,200
638,Test,BICauseTree(Marginal),0.013971800834104015,200
639,Train,BICauseTree(Marginal),0.011272766196358613,200
640,Test,BICauseTree(Marginal),0.008983341147839885,200
641,Train,BICauseTree(Marginal),0.008960589412112113,200
642,Test,BICauseTree(Marginal),0.011955321321290152,200
643,Train,BICauseTree(Marginal),0.013740983807935092,200
644,Test,BICauseTree(Marginal),0.01319167027915702,200
645,Train,BICauseTree(Marginal),0.017741414862413457,200
646,Test,BICauseTree(Marginal),0.019138303822742092,200
647,Train,BICauseTree(Marginal),0.007239398154761489,200
648,Test,BICauseTree(Marginal),0.009546931990216168,200
649,Train,BICauseTree(Marginal),0.014365101780935474,200
650,Test,BICauseTree(Marginal),0.014478772125245731,200
651,Train,BICauseTree(Marginal),0.008441604488954091,200
652,Test,BICauseTree(Marginal),0.014881964751049775,200
653,Train,BICauseTree(Marginal),0.0063579799117892966,200
654,Test,BICauseTree(Marginal),0.018161853759568525,200
655,Train,BICauseTree(Marginal),0.005928965643723694,200
656,Test,BICauseTree(Marginal),0.008779273023776957,200
657,Train,BICauseTree(Marginal),0.018108426480941964,200
658,Test,BICauseTree(Marginal),0.012475422431597771,200
659,Train,BICauseTree(Marginal),0.012464226313014692,200
660,Test,BICauseTree(Marginal),0.013930156620708206,200
661,Train,BICauseTree(Marginal),0.009495184560559283,200
662,Test,BICauseTree(Marginal),0.01705660572660725,200
663,Train,BICauseTree(Marginal),0.012262411157492964,200
664,Test,BICauseTree(Marginal),0.006760933514593975,200
665,Train,BICauseTree(Marginal),0.014213145905720204,200
666,Test,BICauseTree(Marginal),0.0005437771710559147,200
667,Train,BICauseTree(Marginal),0.023014432993828632,200
668,Test,BICauseTree(Marginal),0.016136634215436096,200
669,Train,BICauseTree(Marginal),0.0060397660159582645,200
670,Test,BICauseTree(Marginal),0.011618889745629385,200
671,Train,BICauseTree(Marginal),0.012393858497379506,200
672,Test,BICauseTree(Marginal),0.01495482744615581,200
673,Train,BICauseTree(Marginal),0.008510552679416555,200
674,Test,BICauseTree(Marginal),0.012395680574392776,200
675,Train,BICauseTree(Marginal),0.014971056288947099,200
676,Test,BICauseTree(Marginal),0.011092887904896792,200
677,Train,BICauseTree(Marginal),0.01472168530371018,200
678,Test,BICauseTree(Marginal),0.01142913451901753,200
679,Train,BICauseTree(Marginal),0.012988609843231247,200
680,Test,BICauseTree(Marginal),0.0064889665533980345,200
681,Train,BICauseTree(Marginal),0.02579852506433858,200
682,Test,BICauseTree(Marginal),0.020040918904558308,200
683,Train,BICauseTree(Marginal),0.006307839817880856,200
684,Test,BICauseTree(Marginal),0.0191503695746732,200
685,Train,BICauseTree(Marginal),0.006813922777148762,200
686,Test,BICauseTree(Marginal),0.01535255911710412,200
687,Train,BICauseTree(Marginal),0.005921701497205584,200
688,Test,BICauseTree(Marginal),0.007095547721825107,200
689,Train,BICauseTree(Marginal),0.016302321614203058,200
690,Test,BICauseTree(Marginal),0.013348040153943475,200
691,Train,BICauseTree(Marginal),0.014440233004347686,200
692,Test,BICauseTree(Marginal),0.012013293068222575,200
693,Train,BICauseTree(Marginal),0.014071761473825967,200
694,Test,BICauseTree(Marginal),0.019283078957645278,200
695,Train,BICauseTree(Marginal),0.005362828531296354,200
696,Test,BICauseTree(Marginal),0.007799288001231197,200
697,Train,BICauseTree(Marginal),0.011472764057284479,200
698,Test,BICauseTree(Marginal),0.011929814269045658,200
699,Train,BICauseTree(Marginal),0.010606690311631695,200
